category,scientific_name,conservation_status,common_names,park_name,observations
Vascular Plant,Cardamine dissecta,Least Concern,Dissected-Leaved Toothwort,Yellowstone,232
Vascular Plant,Cardamine dissecta,Least Concern,Dissected-Leaved Toothwort,Great Smoky Mountains,100
Vascular Plant,Cardamine dissecta,Least Concern,Dissected-Leaved Toothwort,Yosemite,157
Vascular Plant,Cardamine dissecta,Least Concern,Dissected-Leaved Toothwort,Bryce,83
Vascular Plant,Cardamine diphylla,Least Concern,"Two-Leaf Toothwort, Toothwort",Bryce,111
Vascular Plant,Cardamine diphylla,Least Concern,"Two-Leaf Toothwort, Toothwort",Yellowstone,216
Vascular Plant,Cardamine diphylla,Least Concern,"Two-Leaf Toothwort, Toothwort",Yosemite,119
Vascular Plant,Cardamine diphylla,Least Concern,"Two-Leaf Toothwort, Toothwort",Great Smoky Mountains,70
Vascular Plant,Cardamine concatenata,Least Concern,"Cutleaf Toothwort, Cut-Leaved Toothwort",Bryce,107
Vascular Plant,Cardamine concatenata,Least Concern,"Cutleaf Toothwort, Cut-Leaved Toothwort",Yosemite,141
Vascular Plant,Cardamine concatenata,Least Concern,"Cutleaf Toothwort, Cut-Leaved Toothwort",Great Smoky Mountains,62
Vascular Plant,Cardamine concatenata,Least Concern,"Cutleaf Toothwort, Cut-Leaved Toothwort",Yellowstone,245
Vascular Plant,Cardamine bulbosa,Least Concern,Bulbous Bittercress,Bryce,65
Vascular Plant,Cardamine bulbosa,Least Concern,Bulbous Bittercress,Great Smoky Mountains,64
Vascular Plant,Cardamine bulbosa,Least Concern,Bulbous Bittercress,Yellowstone,248
Vascular Plant,Cardamine bulbosa,Least Concern,Bulbous Bittercress,Yosemite,186
Vascular Plant,Cardamine angustata,Least Concern,Pepperwort,Great Smoky Mountains,52
Vascular Plant,Cardamine angustata,Least Concern,Pepperwort,Bryce,93
Vascular Plant,Cardamine angustata,Least Concern,Pepperwort,Yellowstone,244
Vascular Plant,Cardamine angustata,Least Concern,Pepperwort,Yosemite,144
Vascular Plant,Capsella rubella,Least Concern,Reddish Shepherd's Purse,Bryce,108
Vascular Plant,Capsella rubella,Least Concern,Reddish Shepherd's Purse,Yosemite,177
Vascular Plant,Capsella rubella,Least Concern,Reddish Shepherd's Purse,Yellowstone,271
Vascular Plant,Capsella rubella,Least Concern,Reddish Shepherd's Purse,Great Smoky Mountains,102
Vascular Plant,Capsella bursa-pastoris,Least Concern,"Shepherd's-Purse, Common Shepherd's Purse, Shepherd's Purse, Shepherdspurse",Bryce,71
Vascular Plant,Capsella bursa-pastoris,Least Concern,"Shepherd's-Purse, Common Shepherd's Purse, Shepherd's Purse, Shepherdspurse",Yosemite,138
Vascular Plant,Capsella bursa-pastoris,Least Concern,"Shepherd's-Purse, Common Shepherd's Purse, Shepherd's Purse, Shepherdspurse",Great Smoky Mountains,62
Vascular Plant,Capsella bursa-pastoris,Least Concern,"Shepherd's-Purse, Common Shepherd's Purse, Shepherd's Purse, Shepherdspurse",Yellowstone,270
Vascular Plant,Brassica rapa,Least Concern,"Wild Turnip, Field Mustard, Rape Mustard, Turnip Rape, Rape, Wild Mustard, Wild Rutabaga, Bird's Rape, Birdsrape Mustard",Great Smoky Mountains,75
Vascular Plant,Brassica rapa,Least Concern,"Wild Turnip, Field Mustard, Rape Mustard, Turnip Rape, Rape, Wild Mustard, Wild Rutabaga, Bird's Rape, Birdsrape Mustard",Yosemite,168
Vascular Plant,Brassica rapa,Least Concern,"Wild Turnip, Field Mustard, Rape Mustard, Turnip Rape, Rape, Wild Mustard, Wild Rutabaga, Bird's Rape, Birdsrape Mustard",Yellowstone,263
Vascular Plant,Brassica rapa,Least Concern,"Wild Turnip, Field Mustard, Rape Mustard, Turnip Rape, Rape, Wild Mustard, Wild Rutabaga, Bird's Rape, Birdsrape Mustard",Bryce,78
Vascular Plant,Cardamine flagellifera,Least Concern,"Bittercress, Bitter Cress",Bryce,88
Vascular Plant,Cardamine flagellifera,Least Concern,"Bittercress, Bitter Cress",Yosemite,163
Vascular Plant,Cardamine flagellifera,Least Concern,"Bittercress, Bitter Cress",Great Smoky Mountains,95
Vascular Plant,Cardamine flagellifera,Least Concern,"Bittercress, Bitter Cress",Yellowstone,240
Vascular Plant,Hesperis matronalis,Least Concern,"Dames Rocket, Dames Violet, Dame's Rocket, Mother-Of-The-Evening",Bryce,124
Vascular Plant,Hesperis matronalis,Least Concern,"Dames Rocket, Dames Violet, Dame's Rocket, Mother-Of-The-Evening",Yosemite,107
Vascular Plant,Hesperis matronalis,Least Concern,"Dames Rocket, Dames Violet, Dame's Rocket, Mother-Of-The-Evening",Great Smoky Mountains,61
Vascular Plant,Hesperis matronalis,Least Concern,"Dames Rocket, Dames Violet, Dame's Rocket, Mother-Of-The-Evening",Yellowstone,216
Vascular Plant,Myosotis macrosperma,Least Concern,Large-Seeded Forget-Me-Not,Bryce,108
Vascular Plant,Myosotis macrosperma,Least Concern,Large-Seeded Forget-Me-Not,Yosemite,141
Vascular Plant,Myosotis macrosperma,Least Concern,Large-Seeded Forget-Me-Not,Great Smoky Mountains,60
Vascular Plant,Myosotis macrosperma,Least Concern,Large-Seeded Forget-Me-Not,Yellowstone,245
Vascular Plant,Mertensia virginica,Least Concern,"Virginia Bluebells, Virginia Bluebell",Great Smoky Mountains,69
Vascular Plant,Mertensia virginica,Least Concern,"Virginia Bluebells, Virginia Bluebell",Yellowstone,213
Vascular Plant,Mertensia virginica,Least Concern,"Virginia Bluebells, Virginia Bluebell",Yosemite,171
Vascular Plant,Mertensia virginica,Least Concern,"Virginia Bluebells, Virginia Bluebell",Bryce,135
Vascular Plant,Verbesina occidentalis,Least Concern,"Wingstem, Yellow Crownbeard",Bryce,67
Vascular Plant,Verbesina occidentalis,Least Concern,"Wingstem, Yellow Crownbeard",Yellowstone,242
Vascular Plant,Verbesina occidentalis,Least Concern,"Wingstem, Yellow Crownbeard",Yosemite,152
Vascular Plant,Verbesina occidentalis,Least Concern,"Wingstem, Yellow Crownbeard",Great Smoky Mountains,75
Vascular Plant,Verbesina alternifolia,Least Concern,Wingstem,Great Smoky Mountains,100
Vascular Plant,Verbesina alternifolia,Least Concern,Wingstem,Yellowstone,251
Vascular Plant,Verbesina alternifolia,Least Concern,Wingstem,Bryce,60
Vascular Plant,Verbesina alternifolia,Least Concern,Wingstem,Yosemite,163
Vascular Plant,Tussilago farfara,Least Concern,Colt's Foot,Yosemite,116
Vascular Plant,Tussilago farfara,Least Concern,Colt's Foot,Great Smoky Mountains,46
Vascular Plant,Tussilago farfara,Least Concern,Colt's Foot,Bryce,95
Vascular Plant,Tussilago farfara,Least Concern,Colt's Foot,Yellowstone,207
Vascular Plant,Tragopogon pratensis,Least Concern,"Yellow Goatsbeard, Yellow Goat's-Beard",Great Smoky Mountains,90
Vascular Plant,Tragopogon pratensis,Least Concern,"Yellow Goatsbeard, Yellow Goat's-Beard",Bryce,108
Vascular Plant,Tragopogon pratensis,Least Concern,"Yellow Goatsbeard, Yellow Goat's-Beard",Yellowstone,258
Vascular Plant,Tragopogon pratensis,Least Concern,"Yellow Goatsbeard, Yellow Goat's-Beard",Yosemite,148
Vascular Plant,Tragopogon porrifolius,Least Concern,"Purple Salsify, Common Salsify, Goatsbeard, Salsify",Bryce,89
Vascular Plant,Tragopogon porrifolius,Least Concern,"Purple Salsify, Common Salsify, Goatsbeard, Salsify",Yosemite,120
Vascular Plant,Tragopogon porrifolius,Least Concern,"Purple Salsify, Common Salsify, Goatsbeard, Salsify",Great Smoky Mountains,47
Vascular Plant,Tragopogon porrifolius,Least Concern,"Purple Salsify, Common Salsify, Goatsbeard, Salsify",Yellowstone,244
Vascular Plant,Tetragonotheca helianthoides,Least Concern,"Pineland Squarehead, Pineland Nerveray",Yellowstone,256
Vascular Plant,Tetragonotheca helianthoides,Least Concern,"Pineland Squarehead, Pineland Nerveray",Yosemite,170
Vascular Plant,Tetragonotheca helianthoides,Least Concern,"Pineland Squarehead, Pineland Nerveray",Bryce,126
Vascular Plant,Tetragonotheca helianthoides,Least Concern,"Pineland Squarehead, Pineland Nerveray",Great Smoky Mountains,70
Vascular Plant,Taraxacum officinale,Least Concern,"Dandelion, Blowball, Faceclock, Brown-Seed Dandelion, Common Dandelion",Yellowstone,244
Vascular Plant,Taraxacum officinale,Least Concern,"Dandelion, Blowball, Faceclock, Brown-Seed Dandelion, Common Dandelion",Great Smoky Mountains,67
Vascular Plant,Taraxacum officinale,Least Concern,"Dandelion, Blowball, Faceclock, Brown-Seed Dandelion, Common Dandelion",Yosemite,122
Vascular Plant,Taraxacum officinale,Least Concern,"Dandelion, Blowball, Faceclock, Brown-Seed Dandelion, Common Dandelion",Bryce,64
Vascular Plant,Taraxacum laevigatum,Least Concern,"Red-Seeded Dandelion, Red-Seed Dandelion, Rock Dandelion",Great Smoky Mountains,73
Vascular Plant,Taraxacum laevigatum,Least Concern,"Red-Seeded Dandelion, Red-Seed Dandelion, Rock Dandelion",Bryce,51
Vascular Plant,Taraxacum laevigatum,Least Concern,"Red-Seeded Dandelion, Red-Seed Dandelion, Rock Dandelion",Yellowstone,205
Vascular Plant,Taraxacum laevigatum,Least Concern,"Red-Seeded Dandelion, Red-Seed Dandelion, Rock Dandelion",Yosemite,141
Vascular Plant,Verbesina virginica,Least Concern,White Crownbeard,Bryce,83
Vascular Plant,Verbesina virginica,Least Concern,White Crownbeard,Yellowstone,253
Vascular Plant,Verbesina virginica,Least Concern,White Crownbeard,Yosemite,128
Vascular Plant,Verbesina virginica,Least Concern,White Crownbeard,Great Smoky Mountains,60
Vascular Plant,Tanacetum vulgare,Least Concern,"Common Tansy, Golden-Buttons, Tansy, Garden Tansy",Yosemite,141
Vascular Plant,Tanacetum vulgare,Least Concern,"Common Tansy, Golden-Buttons, Tansy, Garden Tansy",Yellowstone,242
Vascular Plant,Tanacetum vulgare,Least Concern,"Common Tansy, Golden-Buttons, Tansy, Garden Tansy",Great Smoky Mountains,98
Vascular Plant,Tanacetum vulgare,Least Concern,"Common Tansy, Golden-Buttons, Tansy, Garden Tansy",Bryce,90
Vascular Plant,Symphyotrichum undulatum,Least Concern,"Wavyleaf Aster, Waxyleaf Aster",Yellowstone,258
Vascular Plant,Symphyotrichum undulatum,Least Concern,"Wavyleaf Aster, Waxyleaf Aster",Yosemite,166
Vascular Plant,Symphyotrichum undulatum,Least Concern,"Wavyleaf Aster, Waxyleaf Aster",Bryce,59
Vascular Plant,Symphyotrichum undulatum,Least Concern,"Wavyleaf Aster, Waxyleaf Aster",Great Smoky Mountains,82
Vascular Plant,Symphyotrichum shortii,Least Concern,Short's Aster,Yosemite,174
Vascular Plant,Symphyotrichum shortii,Least Concern,Short's Aster,Great Smoky Mountains,64
Vascular Plant,Symphyotrichum shortii,Least Concern,Short's Aster,Yellowstone,256
Vascular Plant,Symphyotrichum shortii,Least Concern,Short's Aster,Bryce,118
Vascular Plant,Symphyotrichum retroflexum,Least Concern,Rigid Whitetop Aster,Yosemite,163
Vascular Plant,Symphyotrichum retroflexum,Least Concern,Rigid Whitetop Aster,Yellowstone,255
Vascular Plant,Symphyotrichum retroflexum,Least Concern,Rigid Whitetop Aster,Great Smoky Mountains,76
Vascular Plant,Symphyotrichum retroflexum,Least Concern,Rigid Whitetop Aster,Bryce,87
Vascular Plant,Symphyotrichum puniceum var. puniceum,Least Concern,Purplestem Aster,Yellowstone,228
Vascular Plant,Symphyotrichum puniceum var. puniceum,Least Concern,Purplestem Aster,Great Smoky Mountains,67
Vascular Plant,Symphyotrichum puniceum var. puniceum,Least Concern,Purplestem Aster,Yosemite,130
Vascular Plant,Symphyotrichum puniceum var. puniceum,Least Concern,Purplestem Aster,Bryce,90
Vascular Plant,Symphyotrichum prenanthoides,Least Concern,Crookedstem Aster,Yosemite,165
Vascular Plant,Symphyotrichum prenanthoides,Least Concern,Crookedstem Aster,Yellowstone,286
Vascular Plant,Symphyotrichum prenanthoides,Least Concern,Crookedstem Aster,Great Smoky Mountains,78
Vascular Plant,Symphyotrichum prenanthoides,Least Concern,Crookedstem Aster,Bryce,133
Vascular Plant,Symphyotrichum pilosum var. pilosum,Least Concern,Hairy White Oldfield Aster,Yellowstone,253
Vascular Plant,Symphyotrichum pilosum var. pilosum,Least Concern,Hairy White Oldfield Aster,Great Smoky Mountains,82
Vascular Plant,Symphyotrichum pilosum var. pilosum,Least Concern,Hairy White Oldfield Aster,Bryce,61
Vascular Plant,Symphyotrichum pilosum var. pilosum,Least Concern,Hairy White Oldfield Aster,Yosemite,158
Vascular Plant,Symphyotrichum phlogifolium,Least Concern,Thinleaf Late Purple Aster,Yellowstone,259
Vascular Plant,Symphyotrichum phlogifolium,Least Concern,Thinleaf Late Purple Aster,Yosemite,101
Vascular Plant,Symphyotrichum phlogifolium,Least Concern,Thinleaf Late Purple Aster,Bryce,84
Vascular Plant,Symphyotrichum phlogifolium,Least Concern,Thinleaf Late Purple Aster,Great Smoky Mountains,67
Vascular Plant,Symphyotrichum patens var. patens,Least Concern,Late Purple Aster,Great Smoky Mountains,58
Vascular Plant,Symphyotrichum patens var. patens,Least Concern,Late Purple Aster,Yosemite,161
Vascular Plant,Symphyotrichum patens var. patens,Least Concern,Late Purple Aster,Bryce,95
Vascular Plant,Symphyotrichum patens var. patens,Least Concern,Late Purple Aster,Yellowstone,282
Vascular Plant,Symphyotrichum urophyllum,Least Concern,White Arrowleaf Aster,Great Smoky Mountains,69
Vascular Plant,Symphyotrichum urophyllum,Least Concern,White Arrowleaf Aster,Bryce,95
Vascular Plant,Symphyotrichum urophyllum,Least Concern,White Arrowleaf Aster,Yosemite,173
Vascular Plant,Symphyotrichum urophyllum,Least Concern,White Arrowleaf Aster,Yellowstone,232
Vascular Plant,Myosotis laxa,Least Concern,Bay Forget Me Not,Great Smoky Mountains,81
Vascular Plant,Myosotis laxa,Least Concern,Bay Forget Me Not,Bryce,84
Vascular Plant,Myosotis laxa,Least Concern,Bay Forget Me Not,Yosemite,134
Vascular Plant,Myosotis laxa,Least Concern,Bay Forget Me Not,Yellowstone,245
Vascular Plant,Vernonia gigantea,Least Concern,"Giant Ironweed, Tall Ironweed",Yosemite,140
Vascular Plant,Vernonia gigantea,Least Concern,"Giant Ironweed, Tall Ironweed",Yellowstone,256
Vascular Plant,Vernonia gigantea,Least Concern,"Giant Ironweed, Tall Ironweed",Great Smoky Mountains,93
Vascular Plant,Vernonia gigantea,Least Concern,"Giant Ironweed, Tall Ironweed",Bryce,115
Vascular Plant,Xanthium strumarium var. glabratum,Least Concern,Rough Cockleburr,Bryce,79
Vascular Plant,Xanthium strumarium var. glabratum,Least Concern,Rough Cockleburr,Great Smoky Mountains,71
Vascular Plant,Xanthium strumarium var. glabratum,Least Concern,Rough Cockleburr,Yosemite,141
Vascular Plant,Xanthium strumarium var. glabratum,Least Concern,Rough Cockleburr,Yellowstone,232
Vascular Plant,Lithospermum canescens,Least Concern,"Hoary Puccoon, Orange Puccoon",Bryce,70
Vascular Plant,Lithospermum canescens,Least Concern,"Hoary Puccoon, Orange Puccoon",Yellowstone,273
Vascular Plant,Lithospermum canescens,Least Concern,"Hoary Puccoon, Orange Puccoon",Great Smoky Mountains,73
Vascular Plant,Lithospermum canescens,Least Concern,"Hoary Puccoon, Orange Puccoon",Yosemite,158
Vascular Plant,Hackelia virginiana,Least Concern,"Virginia Stickseed, Beggar's Lice",Great Smoky Mountains,72
Vascular Plant,Hackelia virginiana,Least Concern,"Virginia Stickseed, Beggar's Lice",Yellowstone,242
Vascular Plant,Hackelia virginiana,Least Concern,"Virginia Stickseed, Beggar's Lice",Bryce,107
Vascular Plant,Hackelia virginiana,Least Concern,"Virginia Stickseed, Beggar's Lice",Yosemite,179
Vascular Plant,Echium vulgare,Least Concern,"Blueweed, Common Viper's-Bugloss",Yellowstone,228
Vascular Plant,Echium vulgare,Least Concern,"Blueweed, Common Viper's-Bugloss",Yosemite,128
Vascular Plant,Echium vulgare,Least Concern,"Blueweed, Common Viper's-Bugloss",Bryce,128
Vascular Plant,Echium vulgare,Least Concern,"Blueweed, Common Viper's-Bugloss",Great Smoky Mountains,52
Vascular Plant,Cynoglossum virginianum,Least Concern,"Wild Comfrey, Blue Hound's-Tongue",Yellowstone,236
Vascular Plant,Cynoglossum virginianum,Least Concern,"Wild Comfrey, Blue Hound's-Tongue",Great Smoky Mountains,95
Vascular Plant,Cynoglossum virginianum,Least Concern,"Wild Comfrey, Blue Hound's-Tongue",Yosemite,158
Vascular Plant,Cynoglossum virginianum,Least Concern,"Wild Comfrey, Blue Hound's-Tongue",Bryce,117
Vascular Plant,Cynoglossum officinale,Least Concern,"Common Houndstongue, Gypsy-Flower, Gypsyflower, Houndstongue, Hound's Tongue",Bryce,69
Vascular Plant,Cynoglossum officinale,Least Concern,"Common Houndstongue, Gypsy-Flower, Gypsyflower, Houndstongue, Hound's Tongue",Great Smoky Mountains,79
Vascular Plant,Cynoglossum officinale,Least Concern,"Common Houndstongue, Gypsy-Flower, Gypsyflower, Houndstongue, Hound's Tongue",Yellowstone,238
Vascular Plant,Cynoglossum officinale,Least Concern,"Common Houndstongue, Gypsy-Flower, Gypsyflower, Houndstongue, Hound's Tongue",Yosemite,115
Vascular Plant,Buglossoides arvensis,Least Concern,Corn Gromwell,Bryce,108
Vascular Plant,Buglossoides arvensis,Least Concern,Corn Gromwell,Yellowstone,278
Vascular Plant,Buglossoides arvensis,Least Concern,Corn Gromwell,Great Smoky Mountains,79
Vascular Plant,Buglossoides arvensis,Least Concern,Corn Gromwell,Yosemite,163
Vascular Plant,Triodanis perfoliata var. perfoliata,Least Concern,Venus? Looking-Glass,Yosemite,180
Vascular Plant,Triodanis perfoliata var. perfoliata,Least Concern,Venus? Looking-Glass,Great Smoky Mountains,83
Vascular Plant,Triodanis perfoliata var. perfoliata,Least Concern,Venus? Looking-Glass,Bryce,104
Vascular Plant,Triodanis perfoliata var. perfoliata,Least Concern,Venus? Looking-Glass,Yellowstone,262
Vascular Plant,Triodanis biflora,Least Concern,Small Venus' Looking-Glass,Bryce,76
Vascular Plant,Triodanis biflora,Least Concern,Small Venus' Looking-Glass,Great Smoky Mountains,89
Vascular Plant,Triodanis biflora,Least Concern,Small Venus' Looking-Glass,Yosemite,141
Vascular Plant,Triodanis biflora,Least Concern,Small Venus' Looking-Glass,Yellowstone,234
Vascular Plant,Vernonia noveboracensis,Least Concern,New York Ironweed,Bryce,108
Vascular Plant,Vernonia noveboracensis,Least Concern,New York Ironweed,Great Smoky Mountains,95
Vascular Plant,Vernonia noveboracensis,Least Concern,New York Ironweed,Yellowstone,269
Vascular Plant,Vernonia noveboracensis,Least Concern,New York Ironweed,Yosemite,124
Vascular Plant,Lobelia spicata var. leptostachys,Least Concern,Lobelia,Yosemite,165
Vascular Plant,Lobelia spicata var. leptostachys,Least Concern,Lobelia,Great Smoky Mountains,98
Vascular Plant,Lobelia spicata var. leptostachys,Least Concern,Lobelia,Yellowstone,253
Vascular Plant,Lobelia spicata var. leptostachys,Least Concern,Lobelia,Bryce,94
Vascular Plant,Lobelia puberula,Least Concern,Downy Lobelia,Yosemite,125
Vascular Plant,Lobelia puberula,Least Concern,Downy Lobelia,Bryce,77
Vascular Plant,Lobelia puberula,Least Concern,Downy Lobelia,Great Smoky Mountains,101
Vascular Plant,Lobelia puberula,Least Concern,Downy Lobelia,Yellowstone,205
Vascular Plant,Lobelia inflata,Least Concern,"Indian-Tobacco, Indian Tabacco",Yosemite,131
Vascular Plant,Lobelia inflata,Least Concern,"Indian-Tobacco, Indian Tabacco",Bryce,102
Vascular Plant,Lobelia inflata,Least Concern,"Indian-Tobacco, Indian Tabacco",Yellowstone,245
Vascular Plant,Lobelia inflata,Least Concern,"Indian-Tobacco, Indian Tabacco",Great Smoky Mountains,48
Vascular Plant,Lobelia cardinalis,Least Concern,Cardinal Flower,Great Smoky Mountains,83
Vascular Plant,Lobelia cardinalis,Least Concern,Cardinal Flower,Yosemite,144
Vascular Plant,Lobelia cardinalis,Least Concern,Cardinal Flower,Bryce,117
Vascular Plant,Lobelia cardinalis,Least Concern,Cardinal Flower,Yellowstone,265
Vascular Plant,Lobelia amoena,Least Concern,Southern Lobelia,Yellowstone,262
Vascular Plant,Lobelia amoena,Least Concern,Southern Lobelia,Great Smoky Mountains,68
Vascular Plant,Lobelia amoena,Least Concern,Southern Lobelia,Bryce,93
Vascular Plant,Lobelia amoena,Least Concern,Southern Lobelia,Yosemite,119
Vascular Plant,Campanulastrum americanum,Least Concern,Tall Bellflower,Bryce,95
Vascular Plant,Campanulastrum americanum,Least Concern,Tall Bellflower,Yellowstone,251
Vascular Plant,Campanulastrum americanum,Least Concern,Tall Bellflower,Yosemite,158
Vascular Plant,Campanulastrum americanum,Least Concern,Tall Bellflower,Great Smoky Mountains,35
Vascular Plant,Campanula divaricata,Least Concern,Southern Harebell,Great Smoky Mountains,30
Vascular Plant,Campanula divaricata,Least Concern,Southern Harebell,Bryce,72
Vascular Plant,Campanula divaricata,Least Concern,Southern Harebell,Yosemite,137
Vascular Plant,Campanula divaricata,Least Concern,Southern Harebell,Yellowstone,230
Vascular Plant,Campanula aparinoides,Least Concern,"Marsh Bluebell, Marsh Bellflower",Great Smoky Mountains,75
Vascular Plant,Campanula aparinoides,Least Concern,"Marsh Bluebell, Marsh Bellflower",Bryce,113
Vascular Plant,Campanula aparinoides,Least Concern,"Marsh Bluebell, Marsh Bellflower",Yellowstone,248
Vascular Plant,Campanula aparinoides,Least Concern,"Marsh Bluebell, Marsh Bellflower",Yosemite,156
Vascular Plant,Youngia japonica,Least Concern,Oriental False Hawksbeard,Yellowstone,251
Vascular Plant,Youngia japonica,Least Concern,Oriental False Hawksbeard,Yosemite,149
Vascular Plant,Youngia japonica,Least Concern,Oriental False Hawksbeard,Great Smoky Mountains,68
Vascular Plant,Youngia japonica,Least Concern,Oriental False Hawksbeard,Bryce,89
Vascular Plant,Lobelia siphilitica,Least Concern,"Great Blue Lobelia, Great Lobelia",Yosemite,141
Vascular Plant,Lobelia siphilitica,Least Concern,"Great Blue Lobelia, Great Lobelia",Yellowstone,244
Vascular Plant,Lobelia siphilitica,Least Concern,"Great Blue Lobelia, Great Lobelia",Bryce,85
Vascular Plant,Lobelia siphilitica,Least Concern,"Great Blue Lobelia, Great Lobelia",Great Smoky Mountains,74
Vascular Plant,Lepidium campestre,Least Concern,"Field Pepper-Grass, Cow-Cress, Cream-Anther Field Pepperwort, Field Pepperweed",Great Smoky Mountains,83
Vascular Plant,Lepidium campestre,Least Concern,"Field Pepper-Grass, Cow-Cress, Cream-Anther Field Pepperwort, Field Pepperweed",Yellowstone,245
Vascular Plant,Lepidium campestre,Least Concern,"Field Pepper-Grass, Cow-Cress, Cream-Anther Field Pepperwort, Field Pepperweed",Bryce,96
Vascular Plant,Lepidium campestre,Least Concern,"Field Pepper-Grass, Cow-Cress, Cream-Anther Field Pepperwort, Field Pepperweed",Yosemite,127
Vascular Plant,Lepidium densiflorum,Least Concern,Common Pepperweed,Yellowstone,240
Vascular Plant,Lepidium densiflorum,Least Concern,Common Pepperweed,Yosemite,101
Vascular Plant,Lepidium densiflorum,Least Concern,Common Pepperweed,Great Smoky Mountains,85
Vascular Plant,Lepidium densiflorum,Least Concern,Common Pepperweed,Bryce,105
Vascular Plant,Lepidium virginicum,Least Concern,"Poor-Man's Pepper-Grass, Poor Man's Pepper",Great Smoky Mountains,91
Vascular Plant,Lepidium virginicum,Least Concern,"Poor-Man's Pepper-Grass, Poor Man's Pepper",Yosemite,166
Vascular Plant,Lepidium virginicum,Least Concern,"Poor-Man's Pepper-Grass, Poor Man's Pepper",Bryce,127
Vascular Plant,Lepidium virginicum,Least Concern,"Poor-Man's Pepper-Grass, Poor Man's Pepper",Yellowstone,245
Vascular Plant,Fagopyrum esculentum,Least Concern,"Fagopyrum, Buckwheat",Bryce,74
Vascular Plant,Fagopyrum esculentum,Least Concern,"Fagopyrum, Buckwheat",Yellowstone,255
Vascular Plant,Fagopyrum esculentum,Least Concern,"Fagopyrum, Buckwheat",Yosemite,153
Vascular Plant,Fagopyrum esculentum,Least Concern,"Fagopyrum, Buckwheat",Great Smoky Mountains,26
Vascular Plant,Phytolacca americana,Least Concern,"Pokeweed, Common Pokeweed",Yosemite,119
Vascular Plant,Phytolacca americana,Least Concern,"Pokeweed, Common Pokeweed",Yellowstone,260
Vascular Plant,Phytolacca americana,Least Concern,"Pokeweed, Common Pokeweed",Bryce,101
Vascular Plant,Phytolacca americana,Least Concern,"Pokeweed, Common Pokeweed",Great Smoky Mountains,77
Vascular Plant,Mirabilis jalapa,Least Concern,"Four-O?Clock, Common Four-O'Clock",Great Smoky Mountains,64
Vascular Plant,Mirabilis jalapa,Least Concern,"Four-O?Clock, Common Four-O'Clock",Yellowstone,253
Vascular Plant,Mirabilis jalapa,Least Concern,"Four-O?Clock, Common Four-O'Clock",Yosemite,140
Vascular Plant,Mirabilis jalapa,Least Concern,"Four-O?Clock, Common Four-O'Clock",Bryce,99
Vascular Plant,Claytonia virginica var. acutiflora,Least Concern,Virginia Springbeauty,Great Smoky Mountains,89
Vascular Plant,Claytonia virginica var. acutiflora,Least Concern,Virginia Springbeauty,Yosemite,172
Vascular Plant,Claytonia virginica var. acutiflora,Least Concern,Virginia Springbeauty,Yellowstone,236
Vascular Plant,Claytonia virginica var. acutiflora,Least Concern,Virginia Springbeauty,Bryce,63
Vascular Plant,Claytonia virginica,Least Concern,"Narrow-Leaved Spring Beauty, Narrow-Leaved Spring-Beauty",Yosemite,146
Vascular Plant,Claytonia virginica,Least Concern,"Narrow-Leaved Spring Beauty, Narrow-Leaved Spring-Beauty",Yellowstone,263
Vascular Plant,Claytonia virginica,Least Concern,"Narrow-Leaved Spring Beauty, Narrow-Leaved Spring-Beauty",Great Smoky Mountains,62
Vascular Plant,Claytonia virginica,Least Concern,"Narrow-Leaved Spring Beauty, Narrow-Leaved Spring-Beauty",Bryce,135
Vascular Plant,Claytonia caroliniana,Least Concern,"Spring-Beauty, Carolina Spring-Beauty",Great Smoky Mountains,74
Vascular Plant,Claytonia caroliniana,Least Concern,"Spring-Beauty, Carolina Spring-Beauty",Yellowstone,239
Vascular Plant,Claytonia caroliniana,Least Concern,"Spring-Beauty, Carolina Spring-Beauty",Yosemite,103
Vascular Plant,Claytonia caroliniana,Least Concern,"Spring-Beauty, Carolina Spring-Beauty",Bryce,106
Vascular Plant,Mollugo verticillata,Least Concern,"Carpet-Weed, Green Carpet-Weed, Green Carpetweed, Carpetweed, Indian Chickweed",Bryce,71
Vascular Plant,Mollugo verticillata,Least Concern,"Carpet-Weed, Green Carpet-Weed, Green Carpetweed, Carpetweed, Indian Chickweed",Yosemite,121
Vascular Plant,Mollugo verticillata,Least Concern,"Carpet-Weed, Green Carpet-Weed, Green Carpetweed, Carpetweed, Indian Chickweed",Great Smoky Mountains,33
Vascular Plant,Mollugo verticillata,Least Concern,"Carpet-Weed, Green Carpet-Weed, Green Carpetweed, Carpetweed, Indian Chickweed",Yellowstone,211
Vascular Plant,Drosera rotundifolia,Least Concern,"Roundleaf Sundew, Sundew",Yellowstone,269
Vascular Plant,Drosera rotundifolia,Least Concern,"Roundleaf Sundew, Sundew",Yosemite,108
Vascular Plant,Drosera rotundifolia,Least Concern,"Roundleaf Sundew, Sundew",Great Smoky Mountains,41
Vascular Plant,Drosera rotundifolia,Least Concern,"Roundleaf Sundew, Sundew",Bryce,98
Vascular Plant,Fagopyrum vulgare,Least Concern,Buckwheat,Yellowstone,232
Vascular Plant,Fagopyrum vulgare,Least Concern,Buckwheat,Yosemite,165
Vascular Plant,Fagopyrum vulgare,Least Concern,Buckwheat,Great Smoky Mountains,108
Vascular Plant,Fagopyrum vulgare,Least Concern,Buckwheat,Bryce,112
