category,scientific_name,conservation_status,common_names
Vascular Plant,Agrostemma githago,Least Concern,"Corncockle, Common Corncockle"
Vascular Plant,Opuntia humifusa,Least Concern,Pricklypear
Vascular Plant,Chenopodium murale,Least Concern,"Nettle-Leaf Goosefoot, Pigweed"
Vascular Plant,Symphyotrichum oblongifolium,Least Concern,Aromatic Aster
Vascular Plant,Rumex acetosella,Least Concern,"Field Sorrel, Common Sheep Sorrel, Sheep Sorrel, Red Sorrel, Sheep Sorrell"
Vascular Plant,Symphyotrichum novae-angliae,Least Concern,New England Aster
Vascular Plant,Symphyotrichum lateriflorum var. lateriflorum,Least Concern,Calico Aster
Vascular Plant,Helianthus tuberosus,Least Concern,"Jerusalem Artichoke, Sunflower"
Vascular Plant,Helianthus strumosus,Least Concern,Paleleaf Woodland Sunflower
Vascular Plant,Helianthus mollis,Least Concern,Ashy Sunflower
Vascular Plant,Helianthus microcephalus,Least Concern,Small Wood Sunflower
Vascular Plant,Helianthus maximiliani,Least Concern,Maximilian Sunflower
Vascular Plant,Helianthus hirsutus,Least Concern,Hairy Sunflower
Vascular Plant,Helianthus glaucophyllus,Least Concern,Whiteleaf Sunflower
Vascular Plant,Helianthus giganteus,Least Concern,Giant Sunflower
Vascular Plant,Heliopsis helianthoides,Least Concern,Ox-Eye
Vascular Plant,Helianthus divaricatus,Least Concern,"Woodland Sunflower, Sessile-Leaved Sunflower"
Vascular Plant,Helianthus atrorubens,Least Concern,"Sunflower, Purple-Disk Sunflower"
Vascular Plant,Helianthus annuus,Least Concern,"Annual Sunflower, Sunflower, Wild Sunflower, Common Sunflower"
Vascular Plant,Helianthus angustifolius,Least Concern,"Narrow-Leaved Sunflower, Swamp Sunflower"
Vascular Plant,Helianthus,Least Concern,Sunflower
Vascular Plant,Helenium flexuosum,Least Concern,"Purple-Head Sneezeweed, Dark-Eyed Sneezeweed"
Vascular Plant,Helenium autumnale,Least Concern,"Autumn Sneezeweed, Common Sneezeweed"
Vascular Plant,Helenium amarum,Least Concern,"Five-Leaf Sneezeweed, Sneezeweed"
Vascular Plant,Gnaphalium obtusifolium,Least Concern,"Fragrant Cudweed, Catfoot"
Vascular Plant,Helianthus decapetalus,Least Concern,"Wide-Leaved Sunflower, Thin-Leaved Sunflower"
Vascular Plant,Gnaphalium helleri,Least Concern,"Glandular Catfoot, Catfoot"
Vascular Plant,Heterotheca camporum,Least Concern,Lemonyellow Falsegoldenaster
Vascular Plant,Hieracium caespitosum,Least Concern,"Meadow Hawkweed, Yellow Hawkweed, Field Hawkweed"
Vascular Plant,Lactuca canadensis,Least Concern,"Canada Lettuce, Wild Lettuce"
Vascular Plant,Lactuca biennis,Least Concern,"Wild Blue Lettuce, Tall Blue Lettuce"
Vascular Plant,Krigia virginica,Least Concern,"Virginia Dwarf Dandelion, Dwarf Dandelion"
Vascular Plant,Krigia montana,Least Concern,"False Dandelion, Mountain Krigia"
Vascular Plant,Krigia dandelion,Least Concern,"Potato Dandelion, Dwarf Dandelion"
Vascular Plant,Krigia caespitosa,Least Concern,Weedy Dwarfdandelion
Vascular Plant,Krigia biflora,Least Concern,"Two-Flowered Dwarf Dandelion, Dwarf Dandelion"
Vascular Plant,Iva annua,Least Concern,Iva
Vascular Plant,Hieracium aurantiacum,Least Concern,Orange Hawkweed
Vascular Plant,Ionactis linariifolius,Least Concern,"Flaxleaf Aster, Ionactis"
Vascular Plant,Hypochaeris radicata,Least Concern,"Frogbit, Common Cat's-Ear, Cat's Ear, Hairy Catsear, Spotted Cat's-Ear, Spotted Cats-Ear, False Dandelion, Gosmore, Hairy Cats-Ear, Spotted Catsear, Hairy Cat's Ear"
Vascular Plant,Hieracium X marianum,Least Concern,Hawkweed
Vascular Plant,Hieracium venosum,Least Concern,Rattlesnake Hawkweed
Vascular Plant,Hieracium scabrum,Least Concern,Rough Hawkweed
Vascular Plant,Hieracium piloselloides,Least Concern,King Devil
Vascular Plant,Hieracium pilosella,Least Concern,"Mouseear, Mouse-Ear Hawkweed"
Vascular Plant,Hieracium paniculatum,Least Concern,Panicled Hawkweed
Vascular Plant,Hieracium gronovii,Least Concern,Hairy Hawkweed
Vascular Plant,Inula helenium,Least Concern,Elecampane Inula
Vascular Plant,Lactuca floridana,Least Concern,"Woodland Blue Lettuce, Woodland Lettuce"
Vascular Plant,Gamochaeta purpurea,Least Concern,Purple Cudweed
Vascular Plant,Galinsoga quadriradiata,Least Concern,"Peruvian Daisy, Fringed Quickweed"
Vascular Plant,Eupatorium album,Least Concern,"White Eupatorium, White Thoroughwort"
Vascular Plant,Eupatorium,Least Concern,Thoroughwort
Vascular Plant,Erigeron strigosus,Least Concern,"Daisy-Fleabane, Daisy Fleabane, Prairie Fleabane, Rough Fleabane"
Vascular Plant,Erigeron pulchellus,Least Concern,"Robin Plantain Fleabane, Robin's-Plantain"
Vascular Plant,Erigeron philadelphicus,Least Concern,Philadelphia Fleabane
Vascular Plant,Erigeron annuus,Least Concern,"Annual Fleabane, Daisy-Fleabane, Eastern Daisy Fleabane, White-Top Fleabane"
Vascular Plant,Erigeron,Least Concern,"Fleabane, Daisy"
Vascular Plant,Erechtites hieraciifolia var. hieraciifolia,Least Concern,American Burnweed
Vascular Plant,Eupatorium altissimum,Least Concern,Tall Thoroughwort
Vascular Plant,Erechtites hieraciifolia,Least Concern,American Burnweed
Vascular Plant,Elephantopus tomentosus,Least Concern,"Tobaccoweed, Hairy Tobaccoweed"
Vascular Plant,Elephantopus carolinianus,Least Concern,"Carolina Tobaccoweed, Carolina Elephant-Foot"
Vascular Plant,Eclipta prostrata,Least Concern,Eclipta
Vascular Plant,Doellingeria umbellata var. umbellata,Least Concern,Parasol Whitetop
Vascular Plant,Doellingeria infirma,Least Concern,Cornel-Leaf Whitetop
Vascular Plant,Crepis pulchra,Least Concern,Hawk's Beard
Vascular Plant,Crepis capillaris,Least Concern,"Smooth Hawksbeard, Smooth Hawk's-Beard, Hawk's Beard"
Vascular Plant,Cosmos sulphureus,Least Concern,Sulphur Cosmos
Vascular Plant,Erechtites hieracifolia,Least Concern,Burnweed
Vascular Plant,Gamochaeta falcata,Least Concern,Narrowleaf Purple Everlasting
Vascular Plant,Eupatorium capillifolium,Least Concern,"Dog-Fennel, Small Dog-Fennel Thoroughwort"
Vascular Plant,Eupatorium fistulosum,Least Concern,"Hollow Joe-Pye Weed, Joe-Pye-Weed"
Vascular Plant,Galinsoga parviflora,Least Concern,Gallantsoldier
Vascular Plant,Fleischmannia incarnata,Least Concern,Pink Thoroughwort
Vascular Plant,Eurybia surculosa,Least Concern,Creeping Aster
Vascular Plant,Eurybia macrophylla,Least Concern,Bigleaf Aster
Vascular Plant,Eurybia divaricata,Least Concern,White Wood Aster
Vascular Plant,Eurybia chlorolepis,Least Concern,Mountain Aster
Vascular Plant,Eupatorium steelei,Least Concern,Appalachian Joe-Pye-Weed
Vascular Plant,Eupatorium sessilifolium,Least Concern,Upland Boneset
Vascular Plant,Eupatorium coelestinum,Least Concern,Blue Boneset
Vascular Plant,Eupatorium serotinum,Least Concern,"Late-Flowering Thorough-Wort, Acuminate-Leaved Snake-Root"
Vascular Plant,Eupatorium rotundifolium var. rotundifolium,Least Concern,Roundleaf Thoroughwort
Vascular Plant,Eupatorium rotundifolium var. ovatum,Least Concern,Roundleaf Thoroughwort
Vascular Plant,Eupatorium rotundifolium,Least Concern,"Round-Leaf Thorough-Wort, Round-Leaved Snake-Root"
Vascular Plant,Eupatorium purpureum,Least Concern,"Sweet Or Woodland Joe-Pye-Weed, Sweet Joe-Pye Weed"
Vascular Plant,Eupatorium pilosum,Least Concern,Rough Boneset
Vascular Plant,Eupatorium perfoliatum,Least Concern,"Boneset, Common Boneset"
Vascular Plant,Eupatorium maculatum,Least Concern,"Spotted Joe-Pye Weed, Joe-Pye-Weed"
Vascular Plant,Eupatorium hyssopifolium,Least Concern,"Hyssopleaf Thoroughwort, Narrow-Leaved Snakeroot"
Vascular Plant,Eupatorium rugosum,Least Concern,"White Snakeroot, Snakeroot, Richweed"
Vascular Plant,Lactuca graminifolia,Least Concern,Grassleaf Lettuce
Vascular Plant,Lactuca hirsuta,Least Concern,Hairy Lettuce
Vascular Plant,Lactuca saligna,Least Concern,Willowleaf Lettuce
Vascular Plant,Solidago gigantea,Least Concern,"Giant Goldenrod, Tall Goldenrod, A Goldenrod"
Vascular Plant,Solidago flexicaulis,Least Concern,"Zig-Zag Goldenrod, A Goldenrod"
Vascular Plant,Solidago flaccidifolia,Least Concern,"Thin-Leaved Goldenrod, Appalachian Golden-Rod"
Vascular Plant,Solidago erecta,Least Concern,Slender Golden-Rod
Vascular Plant,Solidago curtisii,Least Concern,Mountain Decumbent Goldenrod
Vascular Plant,Solidago canadensis var. scabra,Least Concern,Canada Goldenrod
Vascular Plant,Solidago caesia,Least Concern,"Bluestem Goldenrod, Wreath Goldenrod"
Vascular Plant,Solidago bicolor,Least Concern,"White Goldenrod, Silverrod"
Vascular Plant,Solidago glomerata,Least Concern,"Skunk Goldenrod, A Goldenrod"
Vascular Plant,Solidago arguta var. caroliniana,Least Concern,Carolina Goldenrod
Vascular Plant,Solidago arguta,Least Concern,"Sharp-Leaved Goldenrod, Cutleaf Goldenrod"
Vascular Plant,Solidago altissima,Least Concern,Canada Goldenrod
Vascular Plant,Solidago,Least Concern,Goldenrod
Vascular Plant,Smallanthus uvedalius,Least Concern,Hairy Leafcup
Vascular Plant,Silphium trifoliatum var. trifoliatum,Least Concern,Whorled Rosinweed
Vascular Plant,Silphium compositum,Least Concern,"Kindey-Leaf Rosin-Weed, Rosin-Weed"
Vascular Plant,Silphium asteriscus var. laevicaule,Least Concern,Rosin-Weed
Vascular Plant,Silphium asteriscus var. asteriscus,Least Concern,Rosin-Weed
Vascular Plant,Solidago arguta var. arguta,Least Concern,Atlantic Goldenrod
Vascular Plant,Silphium asteriscus,Least Concern,"Starry Rosin-Weed, Starry Rosinweed"
Vascular Plant,Solidago hispida,Least Concern,"Yellow Hairy Goldenrod, Hairy Goldenrod"
Vascular Plant,Solidago nemoralis var. nemoralis,Least Concern,Gray Goldenrod
Vascular Plant,Symphyotrichum laeve var. laeve,Least Concern,Smooth Blue Aster
Vascular Plant,Symphyotrichum dumosum var. dumosum,Least Concern,Rice Button Aster
Vascular Plant,Symphyotrichum divaricatum,Least Concern,Southern Annual Saltmarsh Aster
Vascular Plant,Symphyotrichum cordifolium,Least Concern,Common Blue Wood Aster
Vascular Plant,Symphyotrichum concolor,Least Concern,Eastern Silver Aster
Vascular Plant,Sonchus asper,Least Concern,"Prickly Sow Thistle, Perennial Sowthistle, Spiny-Leaf Sow-Thistle, Prickly Sowthistle, Spiny-Leaf Sowthistle, Spiny Sowthistle, Spiney-Leaved Sonchus"
Vascular Plant,Sonchus arvensis ssp. uliginosus,Least Concern,Moist Sowthistle
Vascular Plant,Soliva sessilis,Least Concern,"Field Soliva, Field Burrweed"
Vascular Plant,Solidago juncea,Least Concern,Early Goldenrod
Vascular Plant,Solidago uliginosa,Least Concern,Bog Goldenrod
Vascular Plant,Solidago speciosa var. speciosa,Least Concern,Showy Goldenrod
Vascular Plant,Solidago speciosa var. rigidiuscula,Least Concern,Showy Goldenrod
Vascular Plant,Solidago speciosa var. erecta,Least Concern,Erect Goldenrod
Vascular Plant,Solidago rugosa ssp. aspera,Least Concern,Rough-Stemmed Goldenrod
Vascular Plant,Solidago roanensis,Least Concern,"Roan's Goldenrod, Tennessee Golden-Rod"
Vascular Plant,Solidago puberula,Least Concern,"Hairy Goldenrod, Downy Goldenrod"
Vascular Plant,Solidago patula,Least Concern,"Roundleaf Goldenrod, Rough-Leaved Goldenrod"
Vascular Plant,Solidago odora,Least Concern,"Sweet Goldenrod, Fragrant Goldenrod"
Vascular Plant,Solidago sphacelata,Least Concern,"Autumn Goldenrod, Heart-Leaved Goldenrod"
Vascular Plant,Sericocarpus linifolius,Least Concern,Narrowleaf Whitetop Aster
Vascular Plant,Sericocarpus asteroides,Least Concern,Toothed Whitetop Aster
Vascular Plant,Senecio obovatus,Least Concern,"Round-Leaf Groundsel, Spatulate-Leaved Ragwort"
Vascular Plant,Pluchea camphorata,Least Concern,"Camphorweed, Marsh Fleabane"
Vascular Plant,Pityopsis graminifolia var. latifolia,Least Concern,Narrowleaf Silkgrass
Vascular Plant,Pityopsis graminifolia var. graminifolia,Least Concern,Grass-Leaved Golden Aster
Vascular Plant,Picris hieracioides,Least Concern,Hawkweed Oxtongue
Vascular Plant,Packera obovata,Least Concern,Roundleaf Ragwort
Vascular Plant,Packera aurea,Least Concern,Golden Ragwort
Vascular Plant,Packera anonyma,Least Concern,Small's Ragwort
Vascular Plant,Oligoneuron rigidum var. rigidum,Least Concern,Stiff Goldenrod
Vascular Plant,Polymnia canadensis,Least Concern,"White-Flower Leafcup, Leaf-Cup"
Vascular Plant,Oclemena acuminata,Least Concern,Whorled Wood Aster
Vascular Plant,Liatris squarrulosa,Least Concern,"Appalachian Gayfeather, Earle's Blazing Star"
Vascular Plant,Liatris squarrosa,Least Concern,Scaly Blazing Star
Vascular Plant,Liatris spicata,Least Concern,"Dense Blazing Star, Spike Gay-Feather"
Vascular Plant,Liatris scariosa,Least Concern,Devil's Bite
Vascular Plant,Liatris aspera,Least Concern,"Tall Gayfeather, Rough Gayfeather, Tall Blazing Star"
Vascular Plant,Leucanthemum vulgare,Least Concern,"Oxeyedaisy, Oxeye Daisy, Ox-Eye Daisy, Oxeye-Daisy, Daisy"
Vascular Plant,Lapsana communis,Least Concern,"Common Nipplewort, Nipplewort"
Vascular Plant,Lactuca serriola,Least Concern,"China Lettuce, Prickly Lettuce, Wild Lettuce"
Vascular Plant,Matricaria discoidea,Least Concern,"Pineapple-Weed Chamomile, Disc Mayweed"
Vascular Plant,Polymnia laevigata,Least Concern,Tennessee Leafcup
Vascular Plant,Prenanthes alba,Least Concern,"White Rattlesnakeroot, White Rattlesnake-Root"
Vascular Plant,Prenanthes altissima,Least Concern,"Tall Rattlesnakeroot, Tall Rattlesnake-Root"
Vascular Plant,Senecio aureus,Least Concern,Golden Ragwort
Vascular Plant,Senecio anonymus,Least Concern,"Yellow Ragwort, Small's Ragwort"
Vascular Plant,Rudbeckia triloba,Least Concern,"Brown-Eyed Susan, Hree-Lobed Black-Eyed Susan"
Vascular Plant,Rudbeckia laciniata var. laciniata,Least Concern,Cutleaf Coneflower
Vascular Plant,Rudbeckia laciniata var. humilis,Least Concern,Coneflower
Vascular Plant,Rudbeckia laciniata var. digitata,Least Concern,Cutleaf Coneflower
Vascular Plant,Rudbeckia hirta var. pulcherrima,Least Concern,"Pinewoods Coneflower, Narrow-Leaved Black-Eyed Susan, Blackeyed Susan"
Vascular Plant,Rudbeckia hirta var. hirta,Least Concern,Black-Eyed Susan
Vascular Plant,Rudbeckia hirta,Least Concern,Blackeyed Susan
Vascular Plant,Rudbeckia fulgida var. umbrosa,Least Concern,Orange Coneflower
Vascular Plant,Rudbeckia fulgida var. fulgida,Least Concern,Orange Coneflower
Vascular Plant,Rudbeckia fulgida,Least Concern,Orange Coneflower
Vascular Plant,Ratibida pinnata,Least Concern,Pinnate Prairie Coneflower
Vascular Plant,Pyrrhopappus carolinianus,Least Concern,"False Dandelion, Carolina False-Dandelion"
Vascular Plant,Pseudognaphalium obtusifolium ssp. obtusifolium,Least Concern,Rabbittobacco
Vascular Plant,Pseudognaphalium helleri ssp. helleri,Least Concern,Heller's Cudweed
Vascular Plant,Prenanthes trifoliolata,Least Concern,"Three-Leaved Rattlesnake-Root, Lion's Foot"
Vascular Plant,Prenanthes serpentaria,Least Concern,"Rattlesnakeroot, Lion's-Foot"
Vascular Plant,Prenanthes roanensis,Least Concern,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot"
Vascular Plant,Symphyotrichum lowrieanum,Least Concern,Lowrie's Blue Wood Aster
Vascular Plant,Rumex crispus,Least Concern,"Curled Dock, Curly Dock, Sour Dock, Yellow Dock, Narrowleaf Dock"
Vascular Plant,Rumex obtusifolius,Least Concern,Bitter Dock
Vascular Plant,Rumex patientia,Least Concern,Patience Dock
Vascular Plant,Strophostyles helvula,Least Concern,Trailing Fuzzybean
Vascular Plant,Senna obtusifolia,Least Concern,"Java-Bean, Sicklepod"
Vascular Plant,Senna marilandica,Least Concern,"Wild Senna, Maryland Senna"
Vascular Plant,Senna hebecarpa,Least Concern,"Wild Senna, Tall Partridge-Pea"
Vascular Plant,Robinia viscosa var. hartwegii,Least Concern,Hartweg's Locust
Vascular Plant,Robinia viscosa,Least Concern,Clammy Locust
Vascular Plant,Robinia pseudoacacia,Least Concern,Black Locust
Vascular Plant,Robinia hispida var. rosea,Least Concern,Boynton's Locust
Vascular Plant,Strophostyles umbellata,Least Concern,"Wild-Bean, Pink Wild-Bean"
Vascular Plant,Robinia hispida var. kelseyi,Least Concern,Kelsey's Locust
Vascular Plant,Rhynchosia tomentosa,Least Concern,"Hairy Snoutbean, Hairy Rhynchosia"
Vascular Plant,Pueraria montana var. lobata,Least Concern,Kudzu
Vascular Plant,Phaseolus polystachios,Least Concern,Wild Bean
Vascular Plant,Orbexilum pedunculatum var. psoralioides,Least Concern,Sampson's Snakeroot
Vascular Plant,Orbexilum pedunculatum var. pedunculatum,Least Concern,Sampson's Snakeroot
Vascular Plant,Orbexilum pedunculatum,Least Concern,Sampson's Snakeroot
Vascular Plant,Orbexilum onobrychis,Least Concern,Tall Psoralea
Vascular Plant,Mimosa quadrivalvis var. angustata,Least Concern,"Little-Leaf Sensitive-Briars, Catclaw, Sesitive-Brier"
Vascular Plant,Robinia hispida var. hispida,Least Concern,Bristly Locust
Vascular Plant,Mimosa microphylla,Least Concern,"Littleleaf Sensitive-Briar, Sensitive Brier"
Vascular Plant,Stylosanthes biflora,Least Concern,"Pencilflower, Pencil Flower"
Vascular Plant,Tephrosia virginiana,Least Concern,"Goat's Rue, Goat's-Rue"
Vascular Plant,Wisteria frutescens,Least Concern,"Wisteria, American Wisteria"
Vascular Plant,Wisteria floribunda,Least Concern,Japanese Wisteria
Vascular Plant,Vicia villosa ssp. villosa,Least Concern,Hairy Vetch
Vascular Plant,Vicia villosa ssp. varia,Least Concern,Winter Vetch
Vascular Plant,Vicia sativa ssp. nigra,Least Concern,Common Vetch
Vascular Plant,Vicia cracca ssp. cracca,Least Concern,Bird Vetch
Vascular Plant,Vicia caroliniana,Least Concern,"Carolina Vetch, Carolina Wood Vetch"
Vascular Plant,Trifolium repens,Least Concern,"White Clover, Ladino Clover, White Dutch Clover, Dutch Clover"
Vascular Plant,Tephrosia spicata,Least Concern,"Spike Goat's Rue, Spiked Hoary-Pea"
Vascular Plant,Trifolium pratense,Least Concern,Red Clover
Vascular Plant,Trifolium hybridum,Least Concern,Alsike Clover
Vascular Plant,Trifolium dubium,Least Concern,"Hop Clover, Smaller Hop-Clover, Suckling Clover, Smallhop Clover"
Vascular Plant,Trifolium campestre,Least Concern,"Low Hop-Clover, Low Hop Clover, Field Clover, Big Hop Clover, Large Hop Clover, Lesser Hop Clover"
Vascular Plant,Trifolium aureum,Least Concern,"Yellow Or Hop-Clover, Golden Clover"
Vascular Plant,Trifolium arvense,Least Concern,Rabbitfoot Clover
Vascular Plant,Thermopsis villosa,Least Concern,"Hairy False-Lupine, Hairy Bush-Pea"
Vascular Plant,Thermopsis mollis var. mollis,Least Concern,Softbush-Pea
Vascular Plant,Thermopsis fraxinifolia,Least Concern,Bush-Pea
Vascular Plant,Trifolium incarnatum,Least Concern,Crimson Clover
Vascular Plant,Polygala ambigua,Least Concern,Whorled Milkwort
Vascular Plant,Melilotus officinalis,Least Concern,"Cornilla Real, Yellow Sweetclover, Field Melilot, Yellow Sweet-Clover, Ribbed Melilot"
Vascular Plant,Medicago sativa,Least Concern,Alfalfa
Vascular Plant,Galactia regularis,Least Concern,"Eastern Milk-Pea, Milk Pea"
Vascular Plant,Desmodium viridiflorum,Least Concern,"Velvety Tick-Treefoil, Tick-Trefoil"
Vascular Plant,Desmodium rotundifolium,Least Concern,"Prostrate Tick-Treefoil, Prostrate Tick-Trefoil"
Vascular Plant,Desmodium perplexum,Least Concern,"Perplexed Tick-Trefoil, Tick-Trefoil"
Vascular Plant,Desmodium pauciflorum,Least Concern,"Fewflower Tick-Trefoil, Leafy Tick-Trefoil"
Vascular Plant,Desmodium paniculatum var. paniculatum,Least Concern,Panicledleaf Ticktrefoil
Vascular Plant,Desmodium ochroleucum,Least Concern,Cream Ticktrefoil
Vascular Plant,Desmodium nuttallii,Least Concern,"Nuttall's Tick-Trefoil, Nuttall Tick-Trefoil"
Vascular Plant,Galactia volubilis,Least Concern,Downy Milkpea
Vascular Plant,Desmodium nudiflorum,Least Concern,"Bare-Stemmed Tick-Treefoil, Naked-Flowered Tick-Trefoil"
Vascular Plant,Desmodium laevigatum,Least Concern,"Smooth Tick-Trefoil, Smooth Tick-Treefoil"
Vascular Plant,Desmodium glutinosum,Least Concern,"Large Tick-Trefoil, Whorled Tick-Trefoil"
Vascular Plant,Desmodium glabellum,Least Concern,"Dillen Tick-Trefoil, Tick-Trefoil"
Vascular Plant,Desmodium cuspidatum,Least Concern,"Toothed Tick-Treefoil, Tick-Trefoil"
Vascular Plant,Desmodium ciliare,Least Concern,"Hairy Small-Leaved Tick-Treefoil, Small-Leaved Tick-Trefoil"
Vascular Plant,Desmodium canescens,Least Concern,"Hoary Tick-Treefoil, Tick-Trefoil"
Vascular Plant,Desmanthus illinoensis,Least Concern,Prairie Bundleflower
Vascular Plant,Cytisus scoparius,Least Concern,"Scotch Broom, Scotch-Broom"
Vascular Plant,Desmodium marilandicum,Least Concern,"Narrow Tick-Trefoil, Maryland Tick-Treefoil"
Vascular Plant,Melilotus albus,Least Concern,"White Sweet-Clover, White Melilot, Bokhara-Clover, Honey-Clover"
Vascular Plant,Gleditsia triacanthos,Least Concern,"Honey-Locust, Honeylocust"
Vascular Plant,Kummerowia stipulacea,Least Concern,Korean Bush-Clover
Vascular Plant,Medicago lupulina,Least Concern,"Black Medick, Yellow Trefoil, Hop Medic, Black Medic, Hop Clover, Nonesuch, Black Medic Clover"
Vascular Plant,Lotus corniculatus,Least Concern,"Birdsfoot Trefoil, Lotus"
Vascular Plant,Lespedeza X nuttallii,Least Concern,Hybrid Bush-Clover
Vascular Plant,Lespedeza virginica,Least Concern,Slender Bush-Clover
Vascular Plant,Lespedeza violacea,Least Concern,Violet Bush-Clover
Vascular Plant,Lespedeza stuevei,Least Concern,Tall Lespedeza
Vascular Plant,Lespedeza repens,Least Concern,"Creeping Bush-Clover, Trailing Bush-Clover"
Vascular Plant,Lespedeza procumbens,Least Concern,"Low Bush-Clover, Trailing Bush-Clover"
Vascular Plant,Gymnocladus dioicus,Least Concern,Kentucky Coffee-Tree
Vascular Plant,Lespedeza intermedia,Least Concern,"Wand Bush-Clover, Wandlike Bush-Clover"
Vascular Plant,Lespedeza frutescens,Least Concern,Shrubby Lespedeza
Vascular Plant,Lespedeza cuneata,Least Concern,"Cuneate Bush-Clover, Chinese Bushclover"
Vascular Plant,Lespedeza capitata,Least Concern,"Round-Head Bush-Clover, Round-Headed Bush Clover"
Vascular Plant,Lespedeza bicolor,Least Concern,"Shrubby Bushclover, Japanese Lespedeza"
Vascular Plant,Lathyrus venosus var. intonsus,Least Concern,Veiny Pea
Vascular Plant,Lathyrus latifolius,Least Concern,"Everlasting Pea, Perennial Sweetpea, Everlasting-Pea, Perennial Peavine, Broad-Leaf Peavine, Everlasting Peavine, Perennial Pea"
Vascular Plant,Laburnum anagyroides,Least Concern,Laburnum
Vascular Plant,Kummerowia striata,Least Concern,Japanese Bush-Clover
Vascular Plant,Lespedeza hirta,Least Concern,Hairy Bush-Clover
Vascular Plant,Polygala cruciata,Least Concern,"Crossleaf Milkwort, Cross-Leaved Milkwort"
Vascular Plant,Polygala curtissii,Least Concern,"Curtiss? Milkwort, Curtiss Milkwort"
Vascular Plant,Polygala paucifolia,Least Concern,"Gay-Wing Milkwort, Fringed Polygala"
Vascular Plant,Matelea obliqua,Least Concern,Climbing Milkvine
Vascular Plant,Matelea gonocarpos,Least Concern,"Angular-Fruited Milkvine, Climbing Milkweed"
Vascular Plant,Cynanchum laeve,Least Concern,Cynanchum
Vascular Plant,Asclepias verticillata,Least Concern,Whorled Milkweed
Vascular Plant,Asclepias variegata,Least Concern,White Milkweed
Vascular Plant,Asclepias tuberosa,Least Concern,"Butterfly-Weed, Butterfly Milkweed"
Vascular Plant,Asclepias syriaca,Least Concern,"Common Milkweed, Kansas Milkweed"
Vascular Plant,Asclepias quadrifolia,Least Concern,"Whorled Milkweed, Four-Leaved Milkweed"
Vascular Plant,Vinca major,Least Concern,"Greater Periwinkle, Bigleaf Periwinkle, Large Periwinkle, Periwinkle"
Vascular Plant,Asclepias incarnata ssp. pulchra,Least Concern,Swamp Milkweed
Vascular Plant,Asclepias exaltata,Least Concern,Poke Milkweed
Vascular Plant,Asclepias amplexicaulis,Least Concern,"Clasping Milkweed, Blunt-Leaved Milkweed"
Vascular Plant,Apocynum cannabinum,Least Concern,"Dogbane, Clasping-Leaf Dogbane, Indian Hemp, Indian-Hemp, Prairie Dogbane, Common Dogbane, Indianhemp, Hemp Dogbane"
Vascular Plant,Apocynum androsaemifolium,Least Concern,"Flytrap Dogbane, Spreading Dogbane, Bitterroot"
Vascular Plant,Amsonia tabernaemontana var. tabernaemontana,Least Concern,Eastern Bluestar
Vascular Plant,Comptonia peregrina,Least Concern,Sweet Fern
Vascular Plant,Juglans nigra,Least Concern,Black Walnut
Vascular Plant,Juglans mandshurica,Least Concern,Manchu Walnut
Vascular Plant,Asclepias incarnata ssp. incarnata,Least Concern,Swamp Milkweed
Vascular Plant,Carya pallida,Least Concern,"Sand Hickory, Pale Hickory"
Vascular Plant,Vinca minor,Least Concern,Periwinkle
Vascular Plant,Bartonia paniculata ssp. paniculata,Least Concern,Twining Screwstem
Vascular Plant,Galium asprellum,Least Concern,Rough Bedstraw
Vascular Plant,Galium aparine,Least Concern,"Stickywilly, Cleavers, White Hedge, Sticky-Willy, Cleaverwort, Scarthgrass, Catchweed Bedstraw, Goose Grass, Bedstraw"
Vascular Plant,Diodia virginiana,Least Concern,"Larger Button-Weed, Virginia Buttonweed"
Vascular Plant,Diodia teres,Least Concern,Rough Buttonweed
Vascular Plant,Cruciata pedemontana,Least Concern,"Piedmont Bedstraw, Narrow Bedstraw"
Vascular Plant,Cephalanthus occidentalis,Least Concern,"Buttonbush, Common Buttonbush"
Vascular Plant,Spigelia marilandica,Least Concern,"Woodland Pinkroot, Indian Pink"
Vascular Plant,Sabatia campanulata,Least Concern,"Slender Marsh Pink, Campanulate Sabatia"
Vascular Plant,Bartonia paniculata,Least Concern,Twining Screwstem
Vascular Plant,Sabatia angularis,Least Concern,"Square-Stemmed Rose Pink, Rose-Pink"
Vascular Plant,Gentianella quinquefolia ssp. quinquefolia,Least Concern,Stiff Gentian
Vascular Plant,Gentiana villosa,Least Concern,"Hairy Gentian, Striped Gentian"
Vascular Plant,Gentiana saponaria,Least Concern,"Soapwort Gentian, Soap Gentian"
Vascular Plant,Gentiana linearis,Least Concern,"Linear-Leaved Gentian, Narrow-Leaved Gentian"
Vascular Plant,Gentiana decora,Least Concern,"Showy Gentian, Mountain Gentian"
Vascular Plant,Gentiana clausa,Least Concern,Bottle Gentian
Vascular Plant,Frasera caroliniensis,Least Concern,American Columbo
Vascular Plant,Bartonia virginica,Least Concern,"Yellow Screwstem, Bartonia"
Vascular Plant,Obolaria virginica,Least Concern,"Pennywort, Virginia Pennywort"
Vascular Plant,Carya ovata,Least Concern,"Shagbark Hickory, Shag-Bark Hickory"
Vascular Plant,Carya ovalis,Least Concern,"Sweet Pignut Hickory, Red Hickory"
